Language,Text,Cleaned_Text
Kikuyu,"Thinema rungu rwa ngoga 'Scarred: The Anatomy of a Massacre', ya Judy Kibingenĩyo yarĩ thinema ya mbere kũmũrĩka matuĩka ma njũragano ĩno.",thinema rungu rwa ngoga scarred the anatomy of a massacre ya judy kibingenĩyo yarĩ thinema ya mbere kũmũrĩka matuĩka ma njũragano ĩno
Sheng,Huyu boy ina-bamba kwa keja.,huyu boy inabamba kwa keja
Sheng,Arif ame-doz base.,arif amedoz base
Kikuyu,>> nyamũ ciothe irĩ hĩa nĩ irĩ mahũngũ [all horned animals are hooved],nyamũ ciothe irĩ hĩa nĩ irĩ mahũngũ all horned animals are hooved
Sheng,Mbogi ana-zusha mashinani.,mbogi anazusha mashinani
Swahili,Mfanyabiashara huyo wakafuata pamoja na mstari wa mawazo yake .,mfanyabiashara huyo wakafuata pamoja na mstari wa mawazo yake
Sheng,Mbogi ina-lapa mtaa.,mbogi inalapa mtaa
Swahili,"Kwa kiasi kikubwa , maeneo ya bili mipaka jinsi fedha zinaweza kutumika .",kwa kiasi kikubwa maeneo ya bili mipaka jinsi fedha zinaweza kutumika
English,"The slippers are okay, but the arch support is not in the right spot. I do not know who designed this but I guess they did not actually study the foot. The arch support should go at the bend where your arch is. Not after it. Because of this the arch support is much further up buy my big toe and feels a bit uncomfortable until it is worn down. Luckily that happens rather quickly. Or maybe unluckily. Depends on how you see it.",the slippers are okay but the arch support is not in the right spot i do not know who designed this but i guess they did not actually study the foot the arch support should go at the bend where your arch is not after it because of this the arch support is much further up buy my big toe and feels a bit uncomfortable until it is worn down luckily that happens rather quickly or maybe unluckily depends on how you see it
Kikuyu,"Hĩndi ĩria Intel ya thondekire Cipiyu cia PI, PII, PIII, PIV na PV nĩ cia gĩre ngumo mũno.",hĩndi ĩria intel ya thondekire cipiyu cia pi pii piii piv na pv nĩ cia gĩre ngumo mũno
Swahili,"Ofisi ya utalii wa ndani will kutafuta ziara za kujipanga katika mambo ya ndani ya farasi , kwa boti , na kwa jeep .",ofisi ya utalii wa ndani will kutafuta ziara za kujipanga katika mambo ya ndani ya farasi kwa boti na kwa jeep
Sheng,Donda ame-doz chuom.,donda amedoz chuom
Swahili,Tume pia ilirekebishwa makadirio ya mzigo wake katika majibu ya masuala raised na wachambuzi .,tume pia ilirekebishwa makadirio ya mzigo wake katika majibu ya masuala raised na wachambuzi
Swahili,Nuru alikufa nje ya macho ya bi vandemeyer .,nuru alikufa nje ya macho ya bi vandemeyer
Swahili,Sawa sawa si pia ingawa kulingana na dini. yaani sio kwamba ni nguvu halisi .,sawa sawa si pia ingawa kulingana na dini yaani sio kwamba ni nguvu halisi
Sheng,Buda ina-bamba area.,buda inabamba area
Sheng,Karao ame-hepa tao.,karao amehepa tao
English,Overall the dress was beautiful the only issue we had was the back was loose so we had to pin it up so that it would not look so loose!,overall the dress was beautiful the only issue we had was the back was loose so we had to pin it up so that it would not look so loose
Kikuyu,Matuĩka ma Arabu nĩ mĩkũĩkũ ya ũregi-ndamathia ĩrĩa ya hurunjĩte mabũrũri ma Arabu mĩakainĩ ya mbere ya 2010.,matuĩka ma arabu nĩ mĩkũĩkũ ya ũregindamathia ĩrĩa ya hurunjĩte mabũrũri ma arabu mĩakainĩ ya mbere ya 2010
Kikuyu,City ya Los Angeles irĩ igũrũ mũno ta 93 m.,city ya los angeles irĩ igũrũ mũno ta 93 m
Sheng,Ma-dem ame-hepa tao.,madem amehepa tao
Swahili,"Utaifa never kabisa , hata hivyo , na katika sehemu ya mwisho ya karne hiyo kumekuwa na akatengeneza ( ingawa amani ) jitihada za gain kwa ajili ya uskoti .",utaifa never kabisa hata hivyo na katika sehemu ya mwisho ya karne hiyo kumekuwa na akatengeneza ingawa amani jitihada za gain kwa ajili ya uskoti
Kikuyu,Kwĩ hĩndĩ thĩ ĩtoakaine ũraia ĩhana.,kwĩ hĩndĩ thĩ ĩtoakaine ũraia ĩhana
Kikuyu,gĩtereko gĩkinyagĩragwo thutha wa mimaniokĩrica (premise)gĩkaru na kĩrica nyang'ania.,gĩtereko gĩkinyagĩragwo thutha wa mimaniokĩrica premisegĩkaru na kĩrica nyangania
English,Liked the product. But when I received product it was marked $4 less than what I paid. I called the sender and they would NOT budge on the price. Personally I though that was kind of Crappy! wont order from anything from them again for that reason.,liked the product but when i received product it was marked 4 less than what i paid i called the sender and they would not budge on the price personally i though that was kind of crappy wont order from anything from them again for that reason
Sheng,Mbogi ime-weza base.,mbogi imeweza base
Kikuyu,"Mũromo wake, no ĩkunĩkwo na ngĩrwa ya thĩinĩ kana gĩkunĩko kĩa nja.",mũromo wake no ĩkunĩkwo na ngĩrwa ya thĩinĩ kana gĩkunĩko kĩa nja
Swahili,"Wao katika robo ya wafanyabiashara kwenye black nyeusi , farasi wa kaskazini .",wao katika robo ya wafanyabiashara kwenye black nyeusi farasi wa kaskazini
Swahili,Nilisema i ' m from maine kwanza i ' m not i ' m a mwenda kwa maneno mengine,nilisema i m from maine kwanza i m not i m a mwenda kwa maneno mengine
English,The thing didn't even work. Nothing popped up. worthless piece of plastic.,the thing didnt even work nothing popped up worthless piece of plastic
Sheng,Huyu boy ame-doz chuom.,huyu boy amedoz chuom
Swahili,That ' s i ' m glad u said it and i didn ' t have to but that that ' s i feel the exact way i sit i sit and watch some shows and uh na i kwa watu hiyo hata kwa show unajua kwa nini unafanya hivi mwenyewe,that s i m glad u said it and i didn t have to but that that s i feel the exact way i sit i sit and watch some shows and uh na i kwa watu hiyo hata kwa show unajua kwa nini unafanya hivi mwenyewe
Sheng,Mbogi ame-hepa base.,mbogi amehepa base
Kikuyu,"Brasilia nĩ Cĩtĩ ya kiriu, kurure na kubangwo wega.",brasilia nĩ cĩtĩ ya kiriu kurure na kubangwo wega
Sheng,Manzi ime-weza chuom.,manzi imeweza chuom
English,"I love this machine! It saves me so much time by making multiple copies and cutting them itself. It takes up to 24mm tape which gives 3 lines of text. My labels look much more professional and I love the choices it gives for fonts, text size, etc. It saves files which is great for my Aromatherapy business Love From Hawaii, I won't have to start over every time I need a different label. These labels withstand my oil based products without showing damage and they come off easily to reapply without ruining. I just received it today so it has many features I haven't gotten to, yet. It came so fast, in 3 days, with free shipping! Mahalo amazon!!",i love this machine it saves me so much time by making multiple copies and cutting them itself it takes up to 24mm tape which gives 3 lines of text my labels look much more professional and i love the choices it gives for fonts text size etc it saves files which is great for my aromatherapy business love from hawaii i wont have to start over every time i need a different label these labels withstand my oil based products without showing damage and they come off easily to reapply without ruining i just received it today so it has many features i havent gotten to yet it came so fast in 3 days with free shipping mahalo amazon
Kikuyu,"Hithitori ,https://web.archive.org/web/20111203212203/http://openfutures.jdlinsweden.se/page110.php, 2013.",hithitori httpswebarchiveorgweb20111203212203httpopenfuturesjdlinswedensepage110php 2013
Sheng,Karao ana-dai base.,karao anadai base
Kikuyu,Thĩ  [ĩrĩa ĩtagwo'ala'kana'ụwa'na rũthiomi rwaIgbona igwetwo'ensi'na rũthiomi rwaRũganda]ĩkoragwo na icigo cia mbara nyũmũ  na nĩcio:,thĩ ĩrĩa ĩtagwoalakanaụwana rũthiomi rwaigbona igwetwoensina rũthiomi rwarũgandaĩkoragwo na icigo cia mbara nyũmũ na nĩcio
English,I was pleased to receive this product in a timely fashion and the price 11.00 and some change was a reasonable price for someone like myself who is testing this product out for the first time. Some people say that sea moss basically has no taste when you mix it in a smoothie and such.. Not so in my opinion I mixed mine and can still detect it! I think it would be better in something like a soup cuz it's very sea weedy and fishy tasting. Once I learn how to use it I would probably purchase it again.,i was pleased to receive this product in a timely fashion and the price 1100 and some change was a reasonable price for someone like myself who is testing this product out for the first time some people say that sea moss basically has no taste when you mix it in a smoothie and such not so in my opinion i mixed mine and can still detect it i think it would be better in something like a soup cuz its very sea weedy and fishy tasting once i learn how to use it i would probably purchase it again
English,The buttons are really hard to press on this watch. My husband warned me that it was a small watch and the buttons would be hard to push. It's almost impossible to change or use the settings. If I had to do it over I would pick a larger watch with bigger buttons.,the buttons are really hard to press on this watch my husband warned me that it was a small watch and the buttons would be hard to push its almost impossible to change or use the settings if i had to do it over i would pick a larger watch with bigger buttons
Kikuyu,"Cenita ĩno ĩgĩa ĩgererie wega, nĩ  ĩgĩa tarire kambuni uhoro wa kũgia na ũgĩ wa tekinoronjĩ cia thimu cia mobairo.",cenita ĩno ĩgĩa ĩgererie wega nĩ ĩgĩa tarire kambuni uhoro wa kũgia na ũgĩ wa tekinoronjĩ cia thimu cia mobairo
English,"It provide good protection for sure and if you have a space grey model then the black is not gonna be noticed that much and it will blend in quite well. The only down side is by daily use sometime you lose the touch sensitivity and afraid by time it will loosen up and this will increase the issue if touch sensitivity, and sure not suitable for swimming or any water exposure as it traps a bit of it and must be dried afterwards.",it provide good protection for sure and if you have a space grey model then the black is not gon na be noticed that much and it will blend in quite well the only down side is by daily use sometime you lose the touch sensitivity and afraid by time it will loosen up and this will increase the issue if touch sensitivity and sure not suitable for swimming or any water exposure as it traps a bit of it and must be dried afterwards
Sheng,Rasta ina-bamba base.,rasta inabamba base
Swahili,"Roman fretard , badala ya orodha ya wakanyanya mpya katika mzunguko wa mwisho wa bili , toothpaste kwenye ripoti ya bodi ya wakurugenzi , orodha ya ujenzi na kumaliza nyenzo za nyumba yake , imenunuliwa kwenye kadi ya mkopo wa kampuni hiyo .",roman fretard badala ya orodha ya wakanyanya mpya katika mzunguko wa mwisho wa bili toothpaste kwenye ripoti ya bodi ya wakurugenzi orodha ya ujenzi na kumaliza nyenzo za nyumba yake imenunuliwa kwenye kadi ya mkopo wa kampuni hiyo
Sheng,Buda ame-doz job.,buda amedoz job
Sheng,Buda ame-doz kwa keja.,buda amedoz kwa keja
Swahili,Ningependa tickled wengine .,ningependa tickled wengine
Swahili,Wakati wa kipindi kuna maonyesho mengi na maonyesho katika bustani za ukumbi ; uliza ofisi ya bodi ya utalii kwa maelezo .,wakati wa kipindi kuna maonyesho mengi na maonyesho katika bustani za ukumbi uliza ofisi ya bodi ya utalii kwa maelezo
Sheng,Huyu boy ime-weza job.,huyu boy imeweza job
Swahili,Yes na bila na na ni vile tu don vitu most men don ' t walk in the kitchen uone vyombo ziko na hiyo ndio pengine ought unload the dishwasher and mzigo the new ones in and run it,yes na bila na na ni vile tu don vitu most men don t walk in the kitchen uone vyombo ziko na hiyo ndio pengine ought unload the dishwasher and mzigo the new ones in and run it
Sheng,Mbogi ina-bamba chuom.,mbogi inabamba chuom
Kikuyu,Nĩ memba wa Gwatanĩro ya ucumi ya SADC.,nĩ memba wa gwatanĩro ya ucumi ya sadc
Kikuyu,"Mũgĩkũyũ nĩekĩrĩiere mũno maũndũ ma ũndũire wake ta wathĩki, ũnyitnĩri, ũrũmwe na wohanĩri.",mũgĩkũyũ nĩekĩrĩiere mũno maũndũ ma ũndũire wake ta wathĩki ũnyitnĩri ũrũmwe na wohanĩri
English,Tried these bottles for my 2 month old. Terrible less than a week and he developed colic again. Had to return did not work for me. These were also very inconvenient and prolonged the amount of time it took to make a bottle.,tried these bottles for my 2 month old terrible less than a week and he developed colic again had to return did not work for me these were also very inconvenient and prolonged the amount of time it took to make a bottle
Swahili,Hakika yeye ni mwenye kujitosha na mwenye kurehemu .,hakika yeye ni mwenye kujitosha na mwenye kurehemu
Swahili,"Je , ni nini wange-umuhimu wa skrini au mali ya psychometric ya skrini ?",je ni nini wangeumuhimu wa skrini au mali ya psychometric ya skrini
Sheng,Arif tuna-chill job.,arif tunachill job
Sheng,Donda ime-weza tao.,donda imeweza tao
Swahili,"Kulikuwa na toroli ya gandy , ingawa hakuna s kwa ajili ya kukimbia .",kulikuwa na toroli ya gandy ingawa hakuna s kwa ajili ya kukimbia
Sheng,Rasta ina-lapa chuom.,rasta inalapa chuom
Swahili,"Kukaa kwa metropole , aliniambia. aligeuka julius .",kukaa kwa metropole aliniambia aligeuka julius
English,Product arrived on time and was very well packaged. Worked like a charm. Now the grandsons have a go kart that works.,product arrived on time and was very well packaged worked like a charm now the grandsons have a go kart that works
Sheng,Ma-dem ina-lapa kwa matha.,madem inalapa kwa matha
Kikuyu,Kaingĩ kĩandarũa kĩu gĩkoragwo na mĩramo mĩogothere ĩrĩa kaigĩ ĩrigitagwo na ũrugarĩ nĩgetha kũthaitĩra kĩũga kĩayo.,kaingĩ kĩandarũa kĩu gĩkoragwo na mĩramo mĩogothere ĩrĩa kaigĩ ĩrigitagwo na ũrugarĩ nĩgetha kũthaitĩra kĩũga kĩayo
Swahili,"Mwaka 1878 koloni wa kwanza wa kiyahudi alikuwa katika rosh pina , na mwaka 1896 theodore herzl , mwanzilishi wa harakati za zionism hiyo kwa ajili ya uundaji wa jimbo la kiyahudi nchini palestina , kuchapishwa sem wake ? kazi ya ōnal , jimbo la kiyahudi .",mwaka 1878 koloni wa kwanza wa kiyahudi alikuwa katika rosh pina na mwaka 1896 theodore herzl mwanzilishi wa harakati za zionism hiyo kwa ajili ya uundaji wa jimbo la kiyahudi nchini palestina kuchapishwa sem wake kazi ya ōnal jimbo la kiyahudi
Sheng,Mbogi ana-zusha chuom.,mbogi anazusha chuom
Sheng,Msee ana-dai downtown.,msee anadai downtown
English,"Let me start with the purple is lighter than the color in the picture. Otherwise, no issues. It was comfortable material. Good length. Fit well (not baggy).",let me start with the purple is lighter than the color in the picture otherwise no issues it was comfortable material good length fit well not baggy
English,Stylish and a life changer for my work station,stylish and a life changer for my work station
Sheng,Mbogi ime-weza chuom.,mbogi imeweza chuom
Swahili,"Hammerschmidt-hummel , kufanya kazi na timu ya wanasayansi kutumia mbinu mahiri za upigaji picha , pata mfanano kati ya barakoa na enforce maarufu ya shakespeare , ambayo anaamini alikuwa kutoka kwake .",hammerschmidthummel kufanya kazi na timu ya wanasayansi kutumia mbinu mahiri za upigaji picha pata mfanano kati ya barakoa na enforce maarufu ya shakespeare ambayo anaamini alikuwa kutoka kwake
Kikuyu,"kũringana na maslow, andũ othe matarĩ na thĩĩna wa meciria mageragĩraga makinya maya mũtũrĩrĩ-inĩ",kũringana na maslow andũ othe matarĩ na thĩĩna wa meciria mageragĩraga makinya maya mũtũrĩrĩinĩ
English,I purchased this belt in the black and brown colors. I have been very happy with the quality and fit of the product. I have had them for about a month now but they appear very sturdy and should last quite awhile.,i purchased this belt in the black and brown colors i have been very happy with the quality and fit of the product i have had them for about a month now but they appear very sturdy and should last quite awhile
Kikuyu,"SWOT nĩ ĩtũmagirwo gũthuthuria mũndũ, kambuni, ikundi cia iwanda, thithitemu, kothi mundu areka na maũndũ mangĩ.",swot nĩ ĩtũmagirwo gũthuthuria mũndũ kambuni ikundi cia iwanda thithitemu kothi mundu areka na maũndũ mangĩ
English,"these are interesting products, i still have them on my phone, however they slip on the camera and air gets under them, so you have to move them down before you can take a good quality photo.",these are interesting products i still have them on my phone however they slip on the camera and air gets under them so you have to move them down before you can take a good quality photo
Kikuyu,Jizzaxcity irĩa nene yaUzbekistan.,jizzaxcity irĩa nene yauzbekistan
Kikuyu,Nĩ erutĩte na akagenera marũnga mothe ma tũrirũi twa kũrũa ta Wushu kana Kung fu na Hapkido.,nĩ erutĩte na akagenera marũnga mothe ma tũrirũi twa kũrũa ta wushu kana kung fu na hapkido
English,"It is nice lunch bag, it’s a medium size. Such a cute bag.",it is nice lunch bag its a medium size such a cute bag
English,"It was good while it lasted, 6 months into using it mostly weekends and it has stopped working now. Led its on but ligth is really dim now, i have other 3 more and are doing ok for now but will see if they dont stop as well.",it was good while it lasted 6 months into using it mostly weekends and it has stopped working now led its on but ligth is really dim now i have other 3 more and are doing ok for now but will see if they dont stop as well
Swahili,"Washiriki wakilisha ufunguo wadau pamoja na kuwatuma , viongozi wa baa , majaji , watetezi na wateja , kati ya wengine .",washiriki wakilisha ufunguo wadau pamoja na kuwatuma viongozi wa baa majaji watetezi na wateja kati ya wengine
Sheng,Huyu boy ime-weza mashinani.,huyu boy imeweza mashinani
Swahili,Mji wake wa nyumbani ulikuwa ornans .,mji wake wa nyumbani ulikuwa ornans
English,"The fan works great, hate the way it operates through the modes. Have to push the power button multiple times to turn it off, as it runs through the programmed times.",the fan works great hate the way it operates through the modes have to push the power button multiple times to turn it off as it runs through the programmed times
Sheng,Arif ana-zusha area.,arif anazusha area
Swahili,Hakuna jambo la kuchekesha kuhusu pendekezo .,hakuna jambo la kuchekesha kuhusu pendekezo
English,"Doesn’t work well, most people hear lots of static on my end",doesnt work well most people hear lots of static on my end
Swahili,"119 cynthia alikuwa amerudi kutoka hospitali , na mimi i kiti changu kando yake , na kumwambia wish wa poirot kutembelea dispensary .",119 cynthia alikuwa amerudi kutoka hospitali na mimi i kiti changu kando yake na kumwambia wish wa poirot kutembelea dispensary
Sheng,Karao wame-kam mtaa.,karao wamekam mtaa
Swahili,"Hasa katika jioni na siku ya wikendi , wakati utakuwa. mchanganyiko wa cuba na wageni , kisiwa cha casas de la trova kweli .",hasa katika jioni na siku ya wikendi wakati utakuwa mchanganyiko wa cuba na wageni kisiwa cha casas de la trova kweli
Swahili,"Katika muhtasari wa butu ( i ' m running out of time ) , pengine kuuliza ( umma wa unwashed ) kwa 20 $ mwaka kwa ajili ya upendeleo wa alichungulia kwa muda mrefu kwa saa moja au mbili zaidi kwa wiki , wakati sisi dhamana outta hii oza kabla ya jua goes , will kama unapendeza matumizi kwa ajili ya mapato yetu ya kura kama kusema , snatchers tatu za bia au tiketi kadhaa za mchezo wa besiboli .",katika muhtasari wa butu i m running out of time pengine kuuliza umma wa unwashed kwa 20 mwaka kwa ajili ya upendeleo wa alichungulia kwa muda mrefu kwa saa moja au mbili zaidi kwa wiki wakati sisi dhamana outta hii oza kabla ya jua goes will kama unapendeza matumizi kwa ajili ya mapato yetu ya kura kama kusema snatchers tatu za bia au tiketi kadhaa za mchezo wa besiboli
Kikuyu,2.Mũhathĩ (Spirostachys africana),2mũhathĩ spirostachys africana
Swahili,"Kwa upande wa kulia ni mgahawa wa maxim , ambayo ilianza kama parlor ya barafu na sasa ni monument zaidi ya cyprine .",kwa upande wa kulia ni mgahawa wa maxim ambayo ilianza kama parlor ya barafu na sasa ni monument zaidi ya cyprine
Kikuyu,Andijancity irĩa nene yaUzbekistan.,andijancity irĩa nene yauzbekistan
English,Product is made of cheap material. I had noticed seams/threads were coming apart on two different sections of the outfit right when I took it out of the package. I was so looking forward to wearing this outfit for my birthday because I loved how it looked on others on their reviews. I returned the item the next day!,product is made of cheap material i had noticed seamsthreads were coming apart on two different sections of the outfit right when i took it out of the package i was so looking forward to wearing this outfit for my birthday because i loved how it looked on others on their reviews i returned the item the next day
Swahili,Riverside pana walkway huruhusu kuzuga na mabenchi ruhusu kiti cha shady .,riverside pana walkway huruhusu kuzuga na mabenchi ruhusu kiti cha shady
Kikuyu,>>socrates nĩ arĩ coka gũkua (socrates nĩ nyakua) -gĩtereko,socrates nĩ arĩ coka gũkua socrates nĩ nyakua gĩtereko
Sheng,Huyu boy ime-weza area.,huyu boy imeweza area
Sheng,Mbogi ame-omoka chuom.,mbogi ameomoka chuom
Sheng,Mbogi ame-omoka tao.,mbogi ameomoka tao
Sheng,Ma-dem ana-dai chuom.,madem anadai chuom
Kikuyu,City ya Genhe irĩ igũrũ mũno ta 714 m.,city ya genhe irĩ igũrũ mũno ta 714 m
Sheng,Manzi wame-kam chuom.,manzi wamekam chuom
Kikuyu,"Na ena itanya rĩa kwĩrĩhĩria, baba wa mũtigaire arĩhire Mũrĩithi wa njera (ũrĩa athakirwo nĩ David Field) kũritũhia mũtũrĩre wa Ray njera-inĩ.",na ena itanya rĩa kwĩrĩhĩria baba wa mũtigaire arĩhire mũrĩithi wa njera ũrĩa athakirwo nĩ david field kũritũhia mũtũrĩre wa ray njerainĩ
English,I installed belt...ran it about twenty minutes...and ping it broke...I will not order this belt again,i installed beltran it about twenty minutesand ping it brokei will not order this belt again
Sheng,Huyu boy tuna-chill downtown.,huyu boy tunachill downtown
Swahili,"Ili kwenda zaidi , tunahitaji kujua gharama za vipande ambavyo ni wagombea kwa ajili ya kuhama kutoka kwa kategoria ya msingi kwa kategoria ya kazi .",ili kwenda zaidi tunahitaji kujua gharama za vipande ambavyo ni wagombea kwa ajili ya kuhama kutoka kwa kategoria ya msingi kwa kategoria ya kazi
Sheng,Buda ana-dai area.,buda anadai area
English,"I wore this dress for my engagement photos; I wasn't sure what size dress I should wear since typically I can fit between a medium and a large depending on the material of the dress. For those women who are looking to try this dress, I am 5ft, 160lbs woman with a 38DD chest. I decided to buy a size up from the large, so an XL, because the material looked like it would be a snug fit. Thank god I did. The chest area and the stomach area were stretchy but it definitely was snug around those areas. however the sleeves were kind of loose for and the skirt was flowey so its really up to you and your preference. I have worn this dress numerous times since the photo session! its truly a beautiful dress :)",i wore this dress for my engagement photos i wasnt sure what size dress i should wear since typically i can fit between a medium and a large depending on the material of the dress for those women who are looking to try this dress i am 5ft 160lbs woman with a 38dd chest i decided to buy a size up from the large so an xl because the material looked like it would be a snug fit thank god i did the chest area and the stomach area were stretchy but it definitely was snug around those areas however the sleeves were kind of loose for and the skirt was flowey so its really up to you and your preference i have worn this dress numerous times since the photo session its truly a beautiful dress
English,My husband likes these to hold his change in his pocket.,my husband likes these to hold his change in his pocket
English,Beautiful kit glad I bought It !,beautiful kit glad i bought it
Swahili,"Israel ni nchi ndogo , kupima 445 km ( maili 260 ) kaskazini hadi kusini na 112 km ( maili 70 ) katika eneo lake la widest , lakini ni katika vituko vingi ambavyo huwezi kuona wote katika nafasi ya wiki mbili au hata safari ya wiki tatu .",israel ni nchi ndogo kupima 445 km maili 260 kaskazini hadi kusini na 112 km maili 70 katika eneo lake la widest lakini ni katika vituko vingi ambavyo huwezi kuona wote katika nafasi ya wiki mbili au hata safari ya wiki tatu
English,"These are really nice - good quality, easy to read, quick delivery. Very pleased. I have 2 dogs and ordered one for each of them.",these are really nice good quality easy to read quick delivery very pleased i have 2 dogs and ordered one for each of them
Sheng,Donda ana-dai mashinani.,donda anadai mashinani
Swahili,Me ? ? mi op ? ? ra cyprine,me mi op ra cyprine
Sheng,Buda wame-kam base.,buda wamekam base
Sheng,Huyu boy ame-doz kwa matha.,huyu boy amedoz kwa matha
Sheng,Rasta ame-omoka kwa keja.,rasta ameomoka kwa keja
Kikuyu,"Kũringana na rũgano rũu, Wycliffe nĩ erekanire kũruta Bibilia ya Kĩngeretha ya gatagatĩ kuuma Vulgate, ĩrĩa rĩu ĩtagwo Bibilia ya Wycliffe.",kũringana na rũgano rũu wycliffe nĩ erekanire kũruta bibilia ya kĩngeretha ya gatagatĩ kuuma vulgate ĩrĩa rĩu ĩtagwo bibilia ya wycliffe
Kikuyu,Njata ihana riua iria ikoragwo nakũu igũru.,njata ihana riua iria ikoragwo nakũu igũru
Sheng,Buda ina-bamba tao.,buda inabamba tao
Kikuyu,Rĩu kwĩna njĩra njerũ ya gũkinyirio maũndũ kwĩ mũtambo wa terebiceni kugereradigital transmission.,rĩu kwĩna njĩra njerũ ya gũkinyirio maũndũ kwĩ mũtambo wa terebiceni kugereradigital transmission
Sheng,Donda ina-lapa tao.,donda inalapa tao
English,Lid with clear slide opener was broken. Inner box with this cup in cane open and lid broke,lid with clear slide opener was broken inner box with this cup in cane open and lid broke
Sheng,Mbogi ana-zusha base.,mbogi anazusha base
Kikuyu,Sherobodcity irĩa nene yaUzbekistan.,sherobodcity irĩa nene yauzbekistan
Sheng,Ma-dem ina-bamba tao.,madem inabamba tao
Kikuyu,Shijiazhuangcity irĩa nene yaChina.,shijiazhuangcity irĩa nene yachina
Sheng,Rasta wame-kam base.,rasta wamekam base
Sheng,Donda ame-hepa kwa matha.,donda amehepa kwa matha
Sheng,Buda ina-lapa downtown.,buda inalapa downtown
Kikuyu,ĩmwe ĩrĩa ĩratanahĩirwo nĩ Aristotle nĩ:,ĩmwe ĩrĩa ĩratanahĩirwo nĩ aristotle nĩ
Swahili,Coz it ' s really going downlod hapo juu,coz it s really going downlod hapo juu
Sheng,Msee ina-lapa mtaa.,msee inalapa mtaa
Kikuyu,"Ibrahim Murtala Muhammed – Mũthĩgĩ waNdũire,Ngoingũana ũthindũri",ibrahim murtala muhammed mũthĩgĩ wandũirengoingũana ũthindũri
Sheng,Karao ame-hepa downtown.,karao amehepa downtown
Sheng,Donda ime-weza kwa keja.,donda imeweza kwa keja
Swahili,But i ' m sure lazima kuwa kufanya mambo kama hayo coz i can remember when i used to do you know those little salt entrance figurines na vitu ilikuwa ni unajua creative wewe very creative,but i m sure lazima kuwa kufanya mambo kama hayo coz i can remember when i used to do you know those little salt entrance figurines na vitu ilikuwa ni unajua creative wewe very creative
English,Never got product but did get refund.,never got product but did get refund
Kikuyu,Shangqiucity irĩa nene yaChina.,shangqiucity irĩa nene yachina
Kikuyu,"Ikiragwo muno muno thiini wa magongona taa uhiki, mathiko kana gwikirwo ni andu magithii handu ha bata ta wabici.",ikiragwo muno muno thiini wa magongona taa uhiki mathiko kana gwikirwo ni andu magithii handu ha bata ta wabici
English,Product as described,product as described
Kikuyu,Ona thengi ya kumenererio thirikari niyaregire gucoka thutha.,ona thengi ya kumenererio thirikari niyaregire gucoka thutha
Kikuyu,mĩtereko ya ũgĩ ũrĩa ũgethagwo kũgerera njĩra ya thithi (sensations) ta kũona na kũigwa ona cio cikoragwo irĩ ngerekano ya maciira ma ngũngũĩro.,mĩtereko ya ũgĩ ũrĩa ũgethagwo kũgerera njĩra ya thithi sensations ta kũona na kũigwa ona cio cikoragwo irĩ ngerekano ya maciira ma ngũngũĩro
English,I had another pair I wore but they were looking rough. Glad I found these. Very comfortable. I will defiantly buy again.,i had another pair i wore but they were looking rough glad i found these very comfortable i will defiantly buy again
Swahili,"Mizaituni ni kwa mafuta au chumvi , au tu nyumbani kwa chupa ya ziada ya bikira olive oil kwa ajili ya kupika na kufanya saladi tamu ya dressings .",mizaituni ni kwa mafuta au chumvi au tu nyumbani kwa chupa ya ziada ya bikira olive oil kwa ajili ya kupika na kufanya saladi tamu ya dressings
English,"When I received the package I opened them up and was using one of the mics and it worked perfectly fine. Then I recently went to use both and only one of the 2 mics the set came with actually worked forcing me to make the 2 people I was interviewing share a lav mic, which was horribly awkward. Make sure you check both mics!",when i received the package i opened them up and was using one of the mics and it worked perfectly fine then i recently went to use both and only one of the 2 mics the set came with actually worked forcing me to make the 2 people i was interviewing share a lav mic which was horribly awkward make sure you check both mics
Kikuyu,"Muruwaithe, Cherif Habib Aidara mutogoria wa Bonconto Commune.",muruwaithe cherif habib aidara mutogoria wa bonconto commune
Kikuyu,"Uthami uyu niwarehire mogaruruko maingi muno, na terebeni ikiongereka.",uthami uyu niwarehire mogaruruko maingi muno na terebeni ikiongereka
Kikuyu,Tegucigalpacity irĩa nene yaHonduras.,tegucigalpacity irĩa nene yahonduras
Kikuyu,Nĩ aanyitire ũhiki na President Ólafur Ragnar Grímsson mwaka wa 2000 na makĩhikania mũthenya wa gũciarũo kwa Grímssen mwaka wa 2003.,nĩ aanyitire ũhiki na president ólafur ragnar grímsson mwaka wa 2000 na makĩhikania mũthenya wa gũciarũo kwa grímssen mwaka wa 2003
Sheng,Donda ame-omoka area.,donda ameomoka area
Kikuyu,Kũrigana na Ulsher mathungundo ma tekinoronjĩ njeru ciumanaga na kuohania kwogererania kwa tekinoronjĩ thugunde huthahuthu cia mũthingi.,kũrigana na ulsher mathungundo ma tekinoronjĩ njeru ciumanaga na kuohania kwogererania kwa tekinoronjĩ thugunde huthahuthu cia mũthingi
Kikuyu,City yaAdradasirĩ igũrũ mũno ta 1.051 m.,city yaadradasirĩ igũrũ mũno ta 1051 m
Kikuyu,New York City irĩ igũrũ mũno ta 10 m.,new york city irĩ igũrũ mũno ta 10 m
Sheng,Buda ime-weza chuom.,buda imeweza chuom
Sheng,Huyu boy ana-zusha area.,huyu boy anazusha area
