Language,Text
English,Same as the ones I’ve used in classes. Should last a long time.
Swahili,"U will need to take care here , as there may be walkers on the road , especially at lunch time kila mtu , ocha kwa a na sandwich ."
English,I got this for my husband who has trouble sleeping due to joint pain. Seems to be working perfectly!
Swahili,"Kama hivyo , kwa nini si mazoezi sawa wakati mtu pozi swali ni mwandishi ?"
English,Love them so cute and squishy. Just very expensive on amazon vs the actual website for them
Swahili,Pia hazina hiyo inahitaji idara za kufichua matukio ya irregular fedha unaotokana na tuzo za faida za kuipotea na ulaghai kwa wanaodai .
Swahili,"Barua katika mkono wa murderer wa murderer , mes amis !"
Swahili,"Nguvu , kuwa na uhakika , alileta faida nyingine kwa urithi wa kike wa kike , kwa hivyo wanawake naturally kama kuwa na nguvu ."
Swahili,"Nikiwa na dole la mwisho katika kinyang ' anyiro na sawa na clinton katika dola za kampeni , mapambano ya kufafanua chaguo hilo will ."
Sheng,Karao ame-doz kwa matha.
Swahili,"Kazi ya jumla ya ajira kwa boilermakers inafaa kuwa nzuri sana , kwa kuzingatia kazi umba na mkakati wa multipollutant na kazi kwenye mimea mpya ya nishati ambayo ni zaidi ya miaka 20 ijayo ."
Sheng,Donda tuna-chill mtaa.
Swahili,"Kama jodie t. allen katika slate mwaka 1997 , kazi ya msingi ya maafa yoyote ni ya faneli nguruwe kwa majimbo muhimu ."
English,Exactly what I expected!!
Swahili,Well yeah i ' ve used them kiasi saa zingine
Swahili,Yeah they ' re sure pata kwa haraka ati babe wassenberg hakuwa ni
Sheng,Mbogi ana-dai area.
Kikuyu,Ona mĩgithi nĩkuaogwo nĩ kamagĩra cia mwanya.
Kikuyu,Thĩ nĩ ya gĩthũrũrũko ta mũbira.
Swahili,La cetellana na eoseo de recoletos ni continuations kaskazini mwa boulevard ya prado ya bourbons .
Kikuyu,"Ceceni ici no taNjata TV, Inooro TV, Gikuyu TVnaKameme TV."
Kikuyu,yaarĩUugewacacĩte hingo yaŨtetiwaUnited Kingdom (UK)kwĩthengia kuumaNdundu ya Rũraya (European Union)
English,Works perfectly in my porch light.
Sheng,Ma-dem ame-omoka kwa keja.
Swahili,"Don ' t worry , kijana we ' ll keep you vivified kwa kiasi hadi sign changes. but he didn ' t sound aniletee ."
English,Its a nice necklace looks a little cheap and was broken when i finally received it
Swahili,Are these yeah yeah i was going to say they ' re getting to the age mahali unafaa kuwa hiyo kidogo yeah
Swahili,"Bado alikuwa amevaa kitu kwa kufanana kufanana na kanzu fupi ya hospitali , na green ya kijani na baadhi ya mmea wa mmea fakhari , na kwa clasp ili shikilia pamoja na umbo la fedha za fedha za fedha ."
Kikuyu,No gũkorũo kũrĩ mĩgambo mĩnene ya kũina kana mĩario mĩraihu na ĩtarĩ na ciugo gĩtaũ.
English,This cover looks great and neat on recliner until you sit on it. It then gets messy looking
Swahili,"[ speaking ] : vizuri , subiri sekunde -- sio wote ."
Sheng,Ma-dem ame-omoka downtown.
English,Nothing like real pickle juice
Sheng,Karao ina-bamba mashinani.
Swahili,"Kwa sababu ya turow , sisi sanduku la kuuliza kuwa kila kitabu kuwa tofauti , haraka iwezekanavyo -- kwa hivyo , amazon akaacha maagizo haya au kwa kweli inahitajika siku 11 kamili ili kupata turow kwetu ."
Swahili,Mtazamo kutoka kwenye deki ya uchunguzi zaidi ya 300 ft juu ni panoramic lakini wala jitihada .
Kikuyu,Igoti riri riukaga rina rangi uhanaine na rangi wa mubuto.
Kikuyu,City ya To‘rtko‘l irĩ igũrũ mũno ta 85 m.
Sheng,Mbogi ina-bamba tao.
Swahili,Na aerobics hapo nyuma na i ivo coz i like the group association unajua kama kufanya mazoezi na watu wengine
English,I followed the size chart and it was still small ::(
Sheng,Mbogi tuna-chill kwa keja.
Swahili,"Vivyo hivyo , usafiri wa hewa hutolewa chini ya mkataba , na kitovu cha kupanga kwa barua ya moja kwa moja inaendeshwa chini ya mkataba ."
Kikuyu,Huanghuacity irĩa nene yaChina.
Swahili,Oh nina marafiki wengi ambao ni moshi tu unajua mara moja kwa pamoja kwenye sherehe au kitu wewe na hata mimi naogopa kuwa karibu .
Sheng,Mbogi ame-doz job.
Sheng,Buda ana-zusha tao.
English,"I read the first book in this series, and liked it alright. This book seemed VERY heavy on characters that I really had no desire to know, and was pretty much unable to keep up with, and didn't care anyway. This town has few redeeming features and some very unlikable people in it. I couldn't even generate much sympathy for the two main characters in the story. I may be done with this series."
English,They just didn't fit my granddaughter right
Swahili,"Je , unajua wewe kodi watu ambao wana wengi na watu ambao hawana kitu chochote pata bure ?"
Swahili,Kumbe hujambo mary
Sheng,Karao ame-doz chuom.
Sheng,Donda ana-zusha kwa matha.
Sheng,Ma-dem wame-kam kwa keja.
Sheng,Arif wame-kam mtaa.
English,It seems that the holster faces the opposite direction of what you want for a right handed draw. This is of no use to me and I wish I had returned sooner.
Sheng,Manzi wame-kam tao.
Kikuyu,Yinchuancity irĩa nene yaChina.
Swahili,Uh-huh na lakini basi sana biashara
English,"Easy to put together but if anyone sat on it, it would tip over."
Kikuyu,Kuma hĩndĩ ya tene Mũgĩkũyũ nĩ arĩ na njĩra irĩa athomithagia mwana gũkorwo ena mĩtugo mĩega hĩndĩ ciothe.
Kikuyu,"Gĩcagi gĩkĩ nĩ ĩmwe ya iria ciambĩrĩirie gũthondekwo Amerika, mbere nĩ ũndũ wa  Rũũĩ rwa Genesee na ngurumo ya tĩri mwega."
English,"When folks relaxed slightly, their curved back pushed off the ""cover panel'. I fixed this by drilling two small holes, one on either side of each ""plastic snap-on"" . Then I passed a Ty-Wrap through each hole. The Ty-Wrap slides smoothly around the round bar."
Sheng,Arif ame-hepa chuom.
Kikuyu,"Mwaka wa 2003, nĩ we warĩ mũhariri wa mbere wa 'Kwani?'"
Sheng,Mbogi ana-zusha area.
English,"No surprises here, I like it"
Sheng,Buda ana-dai kwa keja.
English,I ordered 2sizes because ordering over the Internet you don't know which is going to fit.thats why when I ordered 2 more shirts a different color andI then knew which size to get. I didn't like the dark wine color so I bleached them to get the colored I wanted.
Sheng,Manzi ana-zusha tao.
Kikuyu,Chiroqchicity irĩa nene yaUzbekistan.
Sheng,Rasta ina-lapa area.
Sheng,Arif ina-lapa mtaa.
Swahili,"Old , kutu , kutu , ni , wote , , , . , . , . , . , . , ."
Sheng,Buda wame-kam area.
English,"These robot fish do not work! They will float along the top of the bowl. Instructions say to weigh them down, but there is no way to do that... My cat ignored the fish and simply drank the water from the fishbowl..."
English,"Nice, dainty baby book. Some of the pages are odd, like vaccination records. The pages that I don't feel like completing, I'll just cover with pictures. Plenty of pages at the end to include extra pictures or fun stuff."
Sheng,Karao tuna-chill mashinani.
English,"Arrived as described, love it!"
English,"This was perfect for my tree and decor, good price, just beautiful, thanks"
Sheng,Ma-dem wame-kam mtaa.
Swahili,Um on a lot of financial aid na mahali niko sasa i ' m only in graduate school coz wao tuition na
Sheng,Manzi ime-weza mashinani.
Kikuyu,"Mwaka wa 1943, famĩlĩ ya Maathai nĩ ĩathamĩire mũgũnda-inĩ wa athũngũ hakuhĩ naNakuru, kũrĩa ithe aakoretwo agakorũo na wĩra."
English,"For a company that bills itself as environmentally friendly it is obnoxious that they don't offer larger refill sizes. What a waste of plastic. That said, the product itself, the soap is great."
Swahili,Jaribio la vipimo vya uchunguzi katika maumbizo mbalimbali ( mfano )
English,Has a nice sound especially for it's small size. But the battery only lasts for a few hours.
Kikuyu,"[[Faili:Yvonne_Ntombizodwa_Chaka_Chaka_-_World_Economic_Forum_Annual_Meeting_2012.jpg|thumb|Yvonne Chaka Chaka arĩIstanbul, 2012.]]"
Kikuyu,Mwaka wa 2004 nĩatuĩkire mũndũ-wa-nja wa mbere kuuma Afrika kũheo Kĩheo kĩa Nobel gĩa Thayũ[1][2]
English,It doesnt work like tru vision tru control
Sheng,Ma-dem ana-dai kwa keja.
Sheng,Karao ina-bamba chuom.
English,"Pros: 4 way brightness settings along with an amazing strobe and SOS setting as well. Carry 7 days a week and use as a tool at work where they provide Streamlight and Blue Colts but prefer this for its lightweight and easy to carry. Has the pressure or lock-in on and off and can be weapon mounted. Waterproof, easy recharge and will be honest have never used the battery provided, I buy the Tenergy 18650 batteries and charge in a separate charger. I have purchased 4 all together and still have 3 working like new and I'm hard with usage and dropping them. Could not be happier with this flashlight. No cons...Period!"
Sheng,Ma-dem ime-weza downtown.
English,This item is used as a fridge water filter was easily installed and water taste great
Sheng,Msee ana-zusha base.
Kikuyu,Oqoltincity irĩa nene yaUzbekistan.
Kikuyu,nĩ ataragĩragia ũrĩa we na nyina magereire mooritũ arĩ mũnini amu nyina endagia njohi gananie ya cang'aa na ũndũ ũyũ nĩ wa maigaga na wagagu mũno.
Kikuyu,"Thinema rungu rwa ngoga 'Scarred: The Anatomy of a Massacre', ya Judy Kibingenĩyo yarĩ thinema ya mbere kũmũrĩka matuĩka ma njũragano ĩno."
Sheng,Huyu boy ina-bamba kwa keja.
Sheng,Arif ame-doz base.
Kikuyu,>> nyamũ ciothe irĩ hĩa nĩ irĩ mahũngũ [all horned animals are hooved]
Sheng,Mbogi ana-zusha mashinani.
Swahili,Mfanyabiashara huyo wakafuata pamoja na mstari wa mawazo yake .
Sheng,Mbogi ina-lapa mtaa.
Swahili,"Kwa kiasi kikubwa , maeneo ya bili mipaka jinsi fedha zinaweza kutumika ."
English,"The slippers are okay, but the arch support is not in the right spot. I do not know who designed this but I guess they did not actually study the foot. The arch support should go at the bend where your arch is. Not after it. Because of this the arch support is much further up buy my big toe and feels a bit uncomfortable until it is worn down. Luckily that happens rather quickly. Or maybe unluckily. Depends on how you see it."
Kikuyu,"Hĩndi ĩria Intel ya thondekire Cipiyu cia PI, PII, PIII, PIV na PV nĩ cia gĩre ngumo mũno."
Swahili,"Ofisi ya utalii wa ndani will kutafuta ziara za kujipanga katika mambo ya ndani ya farasi , kwa boti , na kwa jeep ."
Sheng,Donda ame-doz chuom.
Swahili,Tume pia ilirekebishwa makadirio ya mzigo wake katika majibu ya masuala raised na wachambuzi .
Swahili,Nuru alikufa nje ya macho ya bi vandemeyer .
Swahili,Sawa sawa si pia ingawa kulingana na dini. yaani sio kwamba ni nguvu halisi .
Sheng,Buda ina-bamba area.
Sheng,Karao ame-hepa tao.
English,Overall the dress was beautiful the only issue we had was the back was loose so we had to pin it up so that it would not look so loose!
Kikuyu,Matuĩka ma Arabu nĩ mĩkũĩkũ ya ũregi-ndamathia ĩrĩa ya hurunjĩte mabũrũri ma Arabu mĩakainĩ ya mbere ya 2010.
Kikuyu,City ya Los Angeles irĩ igũrũ mũno ta 93 m.
Sheng,Ma-dem ame-hepa tao.
Swahili,"Utaifa never kabisa , hata hivyo , na katika sehemu ya mwisho ya karne hiyo kumekuwa na akatengeneza ( ingawa amani ) jitihada za gain kwa ajili ya uskoti ."
Kikuyu,Kwĩ hĩndĩ thĩ ĩtoakaine ũraia ĩhana.
Kikuyu,gĩtereko gĩkinyagĩragwo thutha wa mimaniokĩrica (premise)gĩkaru na kĩrica nyang'ania.
English,Liked the product. But when I received product it was marked $4 less than what I paid. I called the sender and they would NOT budge on the price. Personally I though that was kind of Crappy! wont order from anything from them again for that reason.
Sheng,Mbogi ime-weza base.
Kikuyu,"Mũromo wake, no ĩkunĩkwo na ngĩrwa ya thĩinĩ kana gĩkunĩko kĩa nja."
Swahili,"Wao katika robo ya wafanyabiashara kwenye black nyeusi , farasi wa kaskazini ."
Swahili,Nilisema i ' m from maine kwanza i ' m not i ' m a mwenda kwa maneno mengine
English,The thing didn't even work. Nothing popped up. worthless piece of plastic.
Sheng,Huyu boy ame-doz chuom.
Swahili,That ' s i ' m glad u said it and i didn ' t have to but that that ' s i feel the exact way i sit i sit and watch some shows and uh na i kwa watu hiyo hata kwa show unajua kwa nini unafanya hivi mwenyewe
Sheng,Mbogi ame-hepa base.
Kikuyu,"Brasilia nĩ Cĩtĩ ya kiriu, kurure na kubangwo wega."
Sheng,Manzi ime-weza chuom.
English,"I love this machine! It saves me so much time by making multiple copies and cutting them itself. It takes up to 24mm tape which gives 3 lines of text. My labels look much more professional and I love the choices it gives for fonts, text size, etc. It saves files which is great for my Aromatherapy business Love From Hawaii, I won't have to start over every time I need a different label. These labels withstand my oil based products without showing damage and they come off easily to reapply without ruining. I just received it today so it has many features I haven't gotten to, yet. It came so fast, in 3 days, with free shipping! Mahalo amazon!!"
Kikuyu,"Hithitori ,https://web.archive.org/web/20111203212203/http://openfutures.jdlinsweden.se/page110.php, 2013."
Sheng,Karao ana-dai base.
Kikuyu,Thĩ  [ĩrĩa ĩtagwo'ala'kana'ụwa'na rũthiomi rwaIgbona igwetwo'ensi'na rũthiomi rwaRũganda]ĩkoragwo na icigo cia mbara nyũmũ  na nĩcio:
English,I was pleased to receive this product in a timely fashion and the price 11.00 and some change was a reasonable price for someone like myself who is testing this product out for the first time. Some people say that sea moss basically has no taste when you mix it in a smoothie and such.. Not so in my opinion I mixed mine and can still detect it! I think it would be better in something like a soup cuz it's very sea weedy and fishy tasting. Once I learn how to use it I would probably purchase it again.
English,The buttons are really hard to press on this watch. My husband warned me that it was a small watch and the buttons would be hard to push. It's almost impossible to change or use the settings. If I had to do it over I would pick a larger watch with bigger buttons.
Kikuyu,"Cenita ĩno ĩgĩa ĩgererie wega, nĩ  ĩgĩa tarire kambuni uhoro wa kũgia na ũgĩ wa tekinoronjĩ cia thimu cia mobairo."
English,"It provide good protection for sure and if you have a space grey model then the black is not gonna be noticed that much and it will blend in quite well. The only down side is by daily use sometime you lose the touch sensitivity and afraid by time it will loosen up and this will increase the issue if touch sensitivity, and sure not suitable for swimming or any water exposure as it traps a bit of it and must be dried afterwards."
Sheng,Rasta ina-bamba base.
Swahili,"Roman fretard , badala ya orodha ya wakanyanya mpya katika mzunguko wa mwisho wa bili , toothpaste kwenye ripoti ya bodi ya wakurugenzi , orodha ya ujenzi na kumaliza nyenzo za nyumba yake , imenunuliwa kwenye kadi ya mkopo wa kampuni hiyo ."
Sheng,Buda ame-doz job.
Sheng,Buda ame-doz kwa keja.
Swahili,Ningependa tickled wengine .
Swahili,Wakati wa kipindi kuna maonyesho mengi na maonyesho katika bustani za ukumbi ; uliza ofisi ya bodi ya utalii kwa maelezo .
Sheng,Huyu boy ime-weza job.
Swahili,Yes na bila na na ni vile tu don vitu most men don ' t walk in the kitchen uone vyombo ziko na hiyo ndio pengine ought unload the dishwasher and mzigo the new ones in and run it
Sheng,Mbogi ina-bamba chuom.
Kikuyu,Nĩ memba wa Gwatanĩro ya ucumi ya SADC.
Kikuyu,"Mũgĩkũyũ nĩekĩrĩiere mũno maũndũ ma ũndũire wake ta wathĩki, ũnyitnĩri, ũrũmwe na wohanĩri."
English,Tried these bottles for my 2 month old. Terrible less than a week and he developed colic again. Had to return did not work for me. These were also very inconvenient and prolonged the amount of time it took to make a bottle.
Swahili,Hakika yeye ni mwenye kujitosha na mwenye kurehemu .
Swahili,"Je , ni nini wange-umuhimu wa skrini au mali ya psychometric ya skrini ?"
Sheng,Arif tuna-chill job.
Sheng,Donda ime-weza tao.
Swahili,"Kulikuwa na toroli ya gandy , ingawa hakuna s kwa ajili ya kukimbia ."
Sheng,Rasta ina-lapa chuom.
Swahili,"Kukaa kwa metropole , aliniambia. aligeuka julius ."
English,Product arrived on time and was very well packaged. Worked like a charm. Now the grandsons have a go kart that works.
Sheng,Ma-dem ina-lapa kwa matha.
Kikuyu,Kaingĩ kĩandarũa kĩu gĩkoragwo na mĩramo mĩogothere ĩrĩa kaigĩ ĩrigitagwo na ũrugarĩ nĩgetha kũthaitĩra kĩũga kĩayo.
Swahili,"Mwaka 1878 koloni wa kwanza wa kiyahudi alikuwa katika rosh pina , na mwaka 1896 theodore herzl , mwanzilishi wa harakati za zionism hiyo kwa ajili ya uundaji wa jimbo la kiyahudi nchini palestina , kuchapishwa sem wake ? kazi ya ōnal , jimbo la kiyahudi ."
Sheng,Mbogi ana-zusha chuom.
Sheng,Msee ana-dai downtown.
English,"Let me start with the purple is lighter than the color in the picture. Otherwise, no issues. It was comfortable material. Good length. Fit well (not baggy)."
English,Stylish and a life changer for my work station
Sheng,Mbogi ime-weza chuom.
Swahili,"Hammerschmidt-hummel , kufanya kazi na timu ya wanasayansi kutumia mbinu mahiri za upigaji picha , pata mfanano kati ya barakoa na enforce maarufu ya shakespeare , ambayo anaamini alikuwa kutoka kwake ."
Kikuyu,"kũringana na maslow, andũ othe matarĩ na thĩĩna wa meciria mageragĩraga makinya maya mũtũrĩrĩ-inĩ"
English,I purchased this belt in the black and brown colors. I have been very happy with the quality and fit of the product. I have had them for about a month now but they appear very sturdy and should last quite awhile.
Kikuyu,"SWOT nĩ ĩtũmagirwo gũthuthuria mũndũ, kambuni, ikundi cia iwanda, thithitemu, kothi mundu areka na maũndũ mangĩ."
English,"these are interesting products, i still have them on my phone, however they slip on the camera and air gets under them, so you have to move them down before you can take a good quality photo."
Kikuyu,Jizzaxcity irĩa nene yaUzbekistan.
Kikuyu,Nĩ erutĩte na akagenera marũnga mothe ma tũrirũi twa kũrũa ta Wushu kana Kung fu na Hapkido.
English,"It is nice lunch bag, it’s a medium size. Such a cute bag."
English,"It was good while it lasted, 6 months into using it mostly weekends and it has stopped working now. Led its on but ligth is really dim now, i have other 3 more and are doing ok for now but will see if they dont stop as well."
Swahili,"Washiriki wakilisha ufunguo wadau pamoja na kuwatuma , viongozi wa baa , majaji , watetezi na wateja , kati ya wengine ."
Sheng,Huyu boy ime-weza mashinani.
Swahili,Mji wake wa nyumbani ulikuwa ornans .
English,"The fan works great, hate the way it operates through the modes. Have to push the power button multiple times to turn it off, as it runs through the programmed times."
Sheng,Arif ana-zusha area.
Swahili,Hakuna jambo la kuchekesha kuhusu pendekezo .
English,"Doesn’t work well, most people hear lots of static on my end"
Swahili,"119 cynthia alikuwa amerudi kutoka hospitali , na mimi i kiti changu kando yake , na kumwambia wish wa poirot kutembelea dispensary ."
Sheng,Karao wame-kam mtaa.
Swahili,"Hasa katika jioni na siku ya wikendi , wakati utakuwa. mchanganyiko wa cuba na wageni , kisiwa cha casas de la trova kweli ."
Swahili,"Katika muhtasari wa butu ( i ' m running out of time ) , pengine kuuliza ( umma wa unwashed ) kwa 20 $ mwaka kwa ajili ya upendeleo wa alichungulia kwa muda mrefu kwa saa moja au mbili zaidi kwa wiki , wakati sisi dhamana outta hii oza kabla ya jua goes , will kama unapendeza matumizi kwa ajili ya mapato yetu ya kura kama kusema , snatchers tatu za bia au tiketi kadhaa za mchezo wa besiboli ."
Kikuyu,2.Mũhathĩ (Spirostachys africana)
Swahili,"Kwa upande wa kulia ni mgahawa wa maxim , ambayo ilianza kama parlor ya barafu na sasa ni monument zaidi ya cyprine ."
Kikuyu,Andijancity irĩa nene yaUzbekistan.
English,Product is made of cheap material. I had noticed seams/threads were coming apart on two different sections of the outfit right when I took it out of the package. I was so looking forward to wearing this outfit for my birthday because I loved how it looked on others on their reviews. I returned the item the next day!
Swahili,Riverside pana walkway huruhusu kuzuga na mabenchi ruhusu kiti cha shady .
Kikuyu,>>socrates nĩ arĩ coka gũkua (socrates nĩ nyakua) -gĩtereko
Sheng,Huyu boy ime-weza area.
Sheng,Mbogi ame-omoka chuom.
Sheng,Mbogi ame-omoka tao.
Sheng,Ma-dem ana-dai chuom.
Kikuyu,City ya Genhe irĩ igũrũ mũno ta 714 m.
Sheng,Manzi wame-kam chuom.
Kikuyu,"Na ena itanya rĩa kwĩrĩhĩria, baba wa mũtigaire arĩhire Mũrĩithi wa njera (ũrĩa athakirwo nĩ David Field) kũritũhia mũtũrĩre wa Ray njera-inĩ."
English,I installed belt...ran it about twenty minutes...and ping it broke...I will not order this belt again
Sheng,Huyu boy tuna-chill downtown.
Swahili,"Ili kwenda zaidi , tunahitaji kujua gharama za vipande ambavyo ni wagombea kwa ajili ya kuhama kutoka kwa kategoria ya msingi kwa kategoria ya kazi ."
Sheng,Buda ana-dai area.
English,"I wore this dress for my engagement photos; I wasn't sure what size dress I should wear since typically I can fit between a medium and a large depending on the material of the dress. For those women who are looking to try this dress, I am 5ft, 160lbs woman with a 38DD chest. I decided to buy a size up from the large, so an XL, because the material looked like it would be a snug fit. Thank god I did. The chest area and the stomach area were stretchy but it definitely was snug around those areas. however the sleeves were kind of loose for and the skirt was flowey so its really up to you and your preference. I have worn this dress numerous times since the photo session! its truly a beautiful dress :)"
English,My husband likes these to hold his change in his pocket.
English,Beautiful kit glad I bought It !
Swahili,"Israel ni nchi ndogo , kupima 445 km ( maili 260 ) kaskazini hadi kusini na 112 km ( maili 70 ) katika eneo lake la widest , lakini ni katika vituko vingi ambavyo huwezi kuona wote katika nafasi ya wiki mbili au hata safari ya wiki tatu ."
English,"These are really nice - good quality, easy to read, quick delivery. Very pleased. I have 2 dogs and ordered one for each of them."
Sheng,Donda ana-dai mashinani.
Swahili,Me ? ? mi op ? ? ra cyprine
Sheng,Buda wame-kam base.
Sheng,Huyu boy ame-doz kwa matha.
Sheng,Rasta ame-omoka kwa keja.
Kikuyu,"Kũringana na rũgano rũu, Wycliffe nĩ erekanire kũruta Bibilia ya Kĩngeretha ya gatagatĩ kuuma Vulgate, ĩrĩa rĩu ĩtagwo Bibilia ya Wycliffe."
Kikuyu,Njata ihana riua iria ikoragwo nakũu igũru.
Sheng,Buda ina-bamba tao.
Kikuyu,Rĩu kwĩna njĩra njerũ ya gũkinyirio maũndũ kwĩ mũtambo wa terebiceni kugereradigital transmission.
Sheng,Donda ina-lapa tao.
English,Lid with clear slide opener was broken. Inner box with this cup in cane open and lid broke
Sheng,Mbogi ana-zusha base.
Kikuyu,Sherobodcity irĩa nene yaUzbekistan.
Sheng,Ma-dem ina-bamba tao.
Kikuyu,Shijiazhuangcity irĩa nene yaChina.
Sheng,Rasta wame-kam base.
Sheng,Donda ame-hepa kwa matha.
Sheng,Buda ina-lapa downtown.
Kikuyu,ĩmwe ĩrĩa ĩratanahĩirwo nĩ Aristotle nĩ:
Swahili,Coz it ' s really going downlod hapo juu
Sheng,Msee ina-lapa mtaa.
Kikuyu,"Ibrahim Murtala Muhammed – Mũthĩgĩ waNdũire,Ngoingũana ũthindũri"
Sheng,Karao ame-hepa downtown.
Sheng,Donda ime-weza kwa keja.
Swahili,But i ' m sure lazima kuwa kufanya mambo kama hayo coz i can remember when i used to do you know those little salt entrance figurines na vitu ilikuwa ni unajua creative wewe very creative
English,Never got product but did get refund.
Kikuyu,Shangqiucity irĩa nene yaChina.
Kikuyu,"Ikiragwo muno muno thiini wa magongona taa uhiki, mathiko kana gwikirwo ni andu magithii handu ha bata ta wabici."
English,Product as described
Kikuyu,Ona thengi ya kumenererio thirikari niyaregire gucoka thutha.
Kikuyu,mĩtereko ya ũgĩ ũrĩa ũgethagwo kũgerera njĩra ya thithi (sensations) ta kũona na kũigwa ona cio cikoragwo irĩ ngerekano ya maciira ma ngũngũĩro.
English,I had another pair I wore but they were looking rough. Glad I found these. Very comfortable. I will defiantly buy again.
Swahili,"Mizaituni ni kwa mafuta au chumvi , au tu nyumbani kwa chupa ya ziada ya bikira olive oil kwa ajili ya kupika na kufanya saladi tamu ya dressings ."
English,"When I received the package I opened them up and was using one of the mics and it worked perfectly fine. Then I recently went to use both and only one of the 2 mics the set came with actually worked forcing me to make the 2 people I was interviewing share a lav mic, which was horribly awkward. Make sure you check both mics!"
Kikuyu,"Muruwaithe, Cherif Habib Aidara mutogoria wa Bonconto Commune."
Kikuyu,"Uthami uyu niwarehire mogaruruko maingi muno, na terebeni ikiongereka."
Kikuyu,Tegucigalpacity irĩa nene yaHonduras.
Kikuyu,Nĩ aanyitire ũhiki na President Ólafur Ragnar Grímsson mwaka wa 2000 na makĩhikania mũthenya wa gũciarũo kwa Grímssen mwaka wa 2003.
Sheng,Donda ame-omoka area.
Kikuyu,Kũrigana na Ulsher mathungundo ma tekinoronjĩ njeru ciumanaga na kuohania kwogererania kwa tekinoronjĩ thugunde huthahuthu cia mũthingi.
Kikuyu,City yaAdradasirĩ igũrũ mũno ta 1.051 m.
Kikuyu,New York City irĩ igũrũ mũno ta 10 m.
Sheng,Buda ime-weza chuom.
Sheng,Huyu boy ana-zusha area.
Kikuyu,Zaozhuangcity irĩa nene yaChina.
Sheng,Huyu boy ana-dai kwa keja.
Sheng,Ma-dem ina-lapa downtown.
Sheng,Karao ame-omoka kwa matha.
Sheng,Huyu boy tuna-chill mashinani.
Swahili,Johnson encouraged kennedy kukimbia na kuahidi kufanya chochote yeye kumsaidia .
English,My wife loves the case. So far its been great she has had it for a while now and there is no pealing or cracking. Also it has been dropped a few times and the phone is undamaged.
Kikuyu,Kamagĩra cikoragwo macũainĩ mĩromo-inĩ ya mariia.
Sheng,Mbogi ame-omoka base.
English,"If I could give less than one star, I would. The cot broke after one use. A boy weighing no more than 135 sat on it and the cot broke. Do not purchase."
English,The package was broken when it arrived. It may have happened during shipping. This is the first time I tasted goji berries so I’m not sure if mines are to dried out because of the package or it that’s the way they are suppose to be. I do like the flavor of the berries that are a bit softer.
Swahili,Um-hum wao kweli .
Kikuyu,Dongyingcity irĩa nene yaChina.
Kikuyu,"""(Kombora Palestina) rĩrĩa mũtungata ũmwe wa mbirarũ cia runye (secret service) amorotaga na mũcinga na angĩ erĩ makĩgeria kũniina mwaki ũcio."
Sheng,Huyu boy ana-zusha chuom.
Kikuyu,Nĩ Bururi wĩ ũtonga muigi wa madini na Nĩgwo mĩthiu na mbere mũno Abirika yothe kĩ thayathi ucumi na tekinorojĩ.
Swahili,Hiyo inaweza kufanya kazi katika baadhi ya maeneo
Kikuyu,"Thutha wa kahinda kanini, arĩ na mĩaka ĩnana, nĩ aanyitanire na ariũ a nyina kĩrathi-inĩ kĩa Ihithe[6]"
English,"I love these, but 3 out of the 6 arrived with dead batteries. I don't want to return them. Is there a way to just get new batteries?"
Kikuyu,matereko ma njũranio cia ngũngũĩro nĩ irĩ nganya ya kĩnyi na ciiyũkagio na mwĩhoko nĩ amũnjarano ciumbũke iria ingĩrũnda marĩca macio matirĩri.
Sheng,Rasta ana-dai area.
Swahili,"Sio tu kwani uhuru zaidi ya historia au mwanajeshi yeyote kwani kwa kuunda cnn , faksi , na barua pepe , lakini zaidi , nadharia ya einstein ya uhusianifu supply njia ya relativism mpya katika maadili , sanaa na siasa , playlist james joyce , pablo picasso , igwe stravinsky , na wengine"
Sheng,Mbogi ame-omoka kwa matha.
Kikuyu,City ya Shoʻrchi irĩ igũrũ mũno ta 491 m.
Swahili,' kamwe underestimate adui yako. madume '
Sheng,Mbogi ana-zusha kwa matha.
Swahili,Oh that ' s sort of the way we know do it or at least kwa baadhi ya hizo vitu kubwa au labda moja ya vifaa mapumziko unajua na lazima go kitu kipya kisha sisi hiyo fertiliser kidogo ndani ya hapo
Kikuyu,To‘rtko‘lcity irĩa nene yaUzbekistan.
Swahili,"Ina wafanyakazi wa takribani wafanyakazi 100 , ikiwa ni pamoja na wanasheria na wafanyakazi wa kuunga mkono , katika ofisi za tawi 10"
Kikuyu,"kiugo ""kĩũga"" kĩorotaga mũmbĩre wa mwĩrĩ, 'kũũgũka' nĩ gũtũma mũũmbo wũmbũkane; 'mũũgũkano' nĩgĩkengokĩa tabarĩra ĩcio."
English,"Product failed after two uses. Successfully pumped ~30 gallons used, warm, thin hydraulic fluid from drain tub 30 feet to collection tank during heavy equipment service using 1"" hose. Overheated and failed next service attempting to do the same with 50 degree used 30W oil. Also, the hose barbs are screwy sizes for US hose IDs and leaked because of that. Not a quality product."
Swahili,Hii wange vyama vyote kwa ajili ya kujifunza kuhusu kila mmoja .
Sheng,Manzi wame-kam mtaa.
Sheng,Arif ana-dai area.
Kikuyu,"Rĩrĩa acinĩkaga, Bushnell nĩ akayaga ""Free Palestine!"
